id,hate_feature,categories
3132726,email address,social
3132726,address validation,Other
3133358,verification process,Other
3133358,mysterious thing,Other
3133358,stepped thing,Other
3133358,answered question,Other
3133358,found answer,Other
3190452,improve salesforce,Other
3190452,salesforce integration,Other
3190452,efficient information,Info
3218910,downside moment,Other
3218910,create platform,Other
3218910,platform tbd,Other
3291426,negative platform,Info
3291426,platform future,Other
3351415,website need,Other
3351415,ui need,Other
3351415,upgrade need,Other
3351415,easier need,Other
3494481,bump term,Other
3494481,term classify,Other
3494481,classify company,Other
3494481,set product,Other
3494481,delayed thing,Other
3520374,category category,Other
3520374,several vendor,Other
3520374,different offering,Other
3520374,client show,Other
3520374,show competitor,Other
3554734,discover way,Other
3554734,way tool,tools and tech
3554734,nonsoftware sale,tools and tech
3559841,leverage intent,Other
3559841,intent data,Other
3758942,individual profile,Other
3758942,profile profile,Other
3758942,expensive product,cost
3758942,add product,Other
3758942,product site,Other
4094631,platform start,Other
4094631,potential step,Other
4094631,onboarding process,Other
4094631,process followup,Other
4094631,followup email,social
4095789,last year,Other
4095789,year anything,Other
4096348,long take,Other
4096348,take fill,Other
4101759,think navigation,Other
4101759,admin platform,Other
4101759,whiteboard product,Other
4101759,product team,Other
4104524,skeptical cost,cost
4104524,upfront cost,cost
4104524,cost marketing,cost
4104524,plenty investment,Other
4104524,return investment,Other
4139195,little company,Other
4139195,steep company,Other
4139195,think pay,Other
4141337,determine roi,roi
4141337,investing platform,Other
4141337,platform front,Other
4141337,front team,Other
4141337,comparable test,Other
4141337,test data,Other
4141337,data share,Other
4143891,think clarity,Other
4143891,algorithm determines,Other
4143891,determines business,Other
4143891,business category,Other
4143891,category page,landing and other pages
4143891,page clarity,landing and other pages
4143891,ineligible case,Other
4151698,boarding session,Other
4168053,onboarding process,Other
4168053,long contact,Other
4168053,contact point,Other
4168233,option gif,Other
4168233,gif cover,Other
4168233,cover picture,Other
4178531,csm sale,Other
4178531,sale team,Other
4178531,team platform,Other
4194616,think reverse,Other
4194616,reverse ip,security
4194616,ip look,security
4194616,potential customer,Other
4194616,customer buyer,Other
4194616,buyer intent,Other
4194616,nonlead program,social
4194616,generating program,tools and tech
4194616,program nt,tools and tech
4194616,select category,Other
4194616,category brand,Other
4194616,brand fall,Other
4194616,fall nt,Other
4194616,graph category,Other
4194616,qualify buyer,Other
4194616,buyer intent,Other
4194616,intent data,Other
4194982,market data,Other
4194982,number category,Other
4194982,category crossover,Other
4194982,tangental productssolutions,Other
4194982,productssolutions buyer,Other
4194982,buyer intent,Other
4194982,intent data,Other
4194982,level detail,Other
4194982,drop process,Other
4208348,process user,Other
4212266,extra integration,Other
4212266,integration tool,tools and tech
4212266,pipedrive crm,security
4212266,deal breaker,Other
4216528,think administration,Other
4216528,administration site,Other
4216528,nt heard,Other
4216528,outline step,Other
4216528,initial profile,Other
4258458,couple product,Other
4258458,product recommendation,Other
4258458,usage platform,Other
4258458,taken account,Other
4262009,platform process,Other
4262009,onboarding process,Other
4262009,hard work,Other
4343166,likenamed product,Other
4343166,product sort,Other
4343166,ran issue,Other
4343166,issue automation,Other
4343166,external marketing,Other
4343166,linkedin site,Other
4343166,site value,needs
4343166,value product,needs
4358025,platform nt,Other
4360983,intent data,Other
4360983,product tier,Other
4360983,tier volume,Other
4360983,low product,Other
4360983,product page,landing and other pages
4360983,level intent,Other
4360983,justify investment,Other
4360983,investment middle,Other
4360983,middle tier,Other
4366410,found place,Other
4366410,place documentation,needs
4366410,documentation feature,Info
4366410,feature nt,Info
4366410,look imagesexamples,Other
4366410,dummy data,Other
4374917,integrating salesforce,Other
4374917,anticipated development,security
4374917,development team,Other
4374917,step help,Other
4374917,dealing permission,Other
4374917,permission issue,Other
4396413,capability bit,Other
4396413,tackle everything,Other
4396413,customer relationship,security
4396413,relationship manager,security
4396413,leveraging platform,Other
4396413,platform offer,Other
4426733,handling company,Other
4426733,company page,landing and other pages
4426733,page oorwin,landing and other pages
4426733,moderation policy,Other
4426733,stringent thought,Other
4426733,thought effort,Other
4426733,rejection rate,Other
4443836,lead opportunity,social
4457650,cc purchase,Other
4457650,purchase gift,Other
4457650,gift card,Other
4457650,roadmap heard,Other
4469517,reporting need,needs
4469517,need improvement,Other
4469517,helpful roi,roi
4469517,roi tool,roi
4469517,salesforce map,Other
4469517,map buyer,Other
4469517,buyer intent,Other
4469517,intent opportunity,Other
4469517,buyer intent,Other
4469517,opp lead,social
4469517,opp lead,social
4469517,lead gen,social
4469517,v influence,Other
4469517,tool retool,tools and tech
4469517,measure impact,Other
4469517,buyer intent,Other
4469517,resource end,Info
4469517,end configure,Other
4469517,configure salesforce,Other
4469517,sfdc connector,Other
4469517,make pull,Other
4469517,similar roi,roi
4469517,roi reporting,roi
4500906,buy option,Other
4500906,option take,Other
4500906,take advantage,Other
4523204,market category,Other
4523204,comparing apple,Other
4523204,apple orange,Other
4523204,grid cybersecurity,security
4523204,cybersecurity product,security
4523204,least security,security
4523204,step security,security
4523204,peer security,security
4523204,insight security,security
4523204,security category,security
4552188,transparency criterion,Other
4552188,used rank,Other
4552188,rank company,Other
4552188,company rank,Other
4552188,rank grid,Other
4552188,obvious weight,Other
4552188,weight attribute,Other
4552188,attribute increase,Other
4552188,increase decrease,Other
4552188,decrease company,Other
4552188,company position,Other
4642852,integrate intent,Other
4642852,intent data,Other
4642852,data something,Other
4642852,marketo instance,Other
4644690,call point,Other
4647006,using resource,Info
4647006,resource page,Info
4647035,marketing solution,Other
4647035,solution date,Other
4647035,date collaboration,Other
4649676,product roadmap,Other
4649676,roadmap transparency,Other
4649676,transparency customer,Other
4649676,customer feedback,Other
4649676,feedback help,Other
4649676,drive innovation,Other
4649676,showcasing customer,Other
4649676,customer shape,Other
4650358,multiple profile,security
4650358,platform roll,Other
4650358,prefer roll,Other
4650358,disjointed way,Other
4650358,way money,cost
4652640,additional pricing,Other
4652640,pricing option,Other
4652640,varying level,Other
4652640,level content,Other
4652640,content licensing,Other
4652640,licensing package,Other
4652644,nt visibility,Other
4652644,sort feedback,Other
4652662,organization inability,Other
4652662,sfdc connector,Other
4652662,bad data,Other
4652662,tough launch,Other
4652666,helping issue,Other
4652680,competitive perspective,Other
4652680,perspective vendor,Other
4652680,able rank,Other
4652680,specific case,Other
4652680,grid case,Other
4652680,case vendor,Other
4652680,create talk,Other
4652680,dismiss talk,Other
4652680,talk track,Other
4652680,track seller,Other
4652680,seller example,Other
4652680,example competitor,Other
4652680,competitor x,Other
4652680,grid rule,Other
4652680,specific rule,Other
4652680,rule vendor,Other
4652680,follow order,Other
4652680,order rank,Other
4652680,grid opinion,Other
4652680,specific seller,Other
4652717,nt consult,Other
4652717,platform consult,Other
4652717,consult distribute,Other
4652905,marketing solution,Other
4652905,difficult solution,Other
4652905,solution business,Other
4652905,account manager,Other
4652905,manager csm,Other
4652905,helpful process,Other
4654750,profile package,Other
4654750,package pricey,cost
4654750,aligned business,Other
4654750,nt engage,Other
4654750,accountbased marketing,Other
4654750,business intent,Other
4654750,intent data,Other
4654750,lead demand,social
4654750,demand generation,needs
4654874,downside issue,Other
4654874,make thing,Other
4654874,put practice,Other
4657844,paid feature,Info
4657844,utilize plan,Other
4657844,fullest team,Other
4657844,potential team,Other
4657844,c team,Other
4657844,team eager,Other
4657844,onboarding process,Other
4657844,baby step,Other
4657844,step roll,Other
4657881,shared feedback,Other
4657881,feedback improvement,Other
4657881,see process,Other
4657994,grid report,Other
4657994,little term,Other
4657994,selective term,Other
4657994,term category,Other
4657994,category segment,Other
4657994,segment place,Other
4657994,volume report,Other
4657994,report badge,tools and tech
4657994,difficult hone,Other
4657994,hone message,Other
4657994,message leverage,Other
4657994,leverage sale,Other
4657994,sale team,Other
4657994,key area,Other
4658868,content license,Other
4658868,category solution,Other
4658868,solution fall,Other
4658868,costprohibitive solution,cost
4658868,solution fall,Other
4659257,implement demand,needs
4659257,smaller demand,needs
4659257,demand gen,needs
4659257,gen team,Other
4659257,expanding effort,Other
4659257,effort bit,Other
4659257,difficult account,Other
4659257,leaned account,Other
4659257,account team,Other
4659257,team help,Other
4659257,nt thing,Other
4659257,bad thing,Other
4659257,room grow,Other
4659651,difficult multifunction,Other
4659651,multifunction team,Other
4659651,team manage,Other
4659807,nt complaint,Other
4659807,valued partner,needs
4660027,quarterly report,Other
4660027,report methodology,Other
4660027,additional detail,Other
4660027,detail explanation,Other
4660094,previous company,Other
4660291,nt anything,Other
4660291,add everything,Other
4660580,portion audience,Other
4660580,audience view,Other
4660580,view information,Info
4660580,information skepticism,Info
4660580,ample information,Info
4660815,leading saas,social
4660815,site view,Other
4660815,necessary evil,Other
4660815,need presence,Other
4660815,money order,cost
4660815,return number,Other
4660815,bigger company,Other
4660815,company customer,Other
4660815,inherent advantage,Other
4660815,advantage startup,Other
4660815,growing company,Other
4660815,account team,Other
4660815,seems something,Other
4660815,something couldshould,Other
4660905,mind experience,Info
4660905,marketing solution,Other
4660905,solution team,Other
4660905,informative helpful,Info
4661548,terminus integration,Other
4661548,integration complexity,Other
4661548,complexity salesforce,Other
4661548,salesforce integration,Other
4662610,profile category,Other
4662610,complex portfolio,Other
4662610,embedded solution,Other
4662812,different user,Other
4662812,user type,Other
4662812,type result,Other
4662812,result company,Other
4662812,company product,Other
4662812,grid report,Other
4662812,report bit,Other
4662812,different case,Other
4662812,internal adoption,Other
4662812,adoption intent,Other
4662812,intent data,Other
4662812,data comparison,Other
4662812,comparison page,landing and other pages
4662812,data hand,Other
4662812,simple leverage,Other
4662812,leverage data,Other
4662812,help customer,Other
4662812,decision term,Other
4662812,prospect focus,Other
4662812,put nurture,Other
4662812,nurture track,Other
4663395,easier automate,Other
4663395,using salesforce,Other
4666860,intent data,Other
4666860,marketing program,tools and tech
4666860,user level,Other
4666860,level data,Other
4666860,intent company,Other
4666860,difficult data,Other
4666860,put data,Other
4666860,scalable program,tools and tech
4666992,amount report,Other
4666992,report offer,Other
4666992,dilutes validity,Other
4666992,prospect sale,Other
4666992,insight product,Other
4667026,think anything,Other
4667026,anything moment,Other
4668614,email notification,social
4668614,nt send,Other
4668614,send repetitive,Other
4668614,repetitive alert,Other
4668614,week company,Other
4668614,nt miss,Other
4668614,miss anything,Other
4668614,personal information,Info
4668614,nt person,Other
4668614,insight person,Other
4668614,little leverage,Other
4668614,larger outreach,Other
4668614,net outreach,Other
4668614,initial outreach,Other
4668614,outreach nt,Other
4668614,thing customer,Other
4668614,feel company,Other
4668614,choose video,Other
4668614,information nt,Info
4668614,left customer,Other
4668614,false claim,Other
4668614,verified customer,Other
4668614,customer make,Other
4668614,tarnish brand,Other
4668834,jump mind,Other
4668834,mind moment,Other
4668834,moment question,Other
4668834,question concern,Other
4668834,prompt helpful,Other
4668834,helpful c,Other
4668834,c team,Other
4669024,actual contact,Other
4669024,contact info,Info
4669024,hard person,Other
4669024,specific person,Other
4669024,different location,Other
4671079,content opportunity,Other
4671079,fullest potential,Other
4671454,dabbled couple,Other
4675082,thing team,Other
4675082,team effort,Other
4675082,solid team,Other
4675082,internal team,Other
4675082,create movement,Other
4675082,movement company,Other
4677865,enough question,Other
4677865,form lead,social
4700888,content license,Other
4700888,category product,Other
4700888,product meaning,Other
4700888,different product,Other
4700888,product type,Other
4700888,type pay,Other
4700888,group package,Other
4700888,package company,Other
4700888,multiple category,security
4700888,category making,Other
4704116,advantage service,Other
4704116,leveraged everything,Other
4705629,leaderboard quadrant,social
4705629,big promotion,Other
4705629,went customer,Other
4705629,customer future,Other
4705629,future buyer,Other
4705629,buyer campaign,Other
4705629,standing marketing,Other
4705629,marketing manager,Other
4705629,wrong employee,Other
4705629,employee count,Other
4705629,corrected employee,Other
4705629,employee count,Other
4705629,lowest spot,Other
4705629,spot change,Other
4705629,change number,Other
4705629,number employee,Other
4705629,nt clarity,Other
4705629,provide clarity,Other
4705629,larger company,Other
4705629,company logic,Other
4705629,ridiculous company,Other
4705629,large mean,Other
4705629,nt mean,Other
4705629,specific product,Other
4705629,smaller company,Other
4705629,smaller company,Other
4705629,solve mistake,Other
4705629,mistake nt,Other
4705629,found experience,Info
4705629,disappointing borderline,Other
4705629,dishonest hear,Other
4705629,hopeful hear,Other
4705629,discontinued promotion,Other
4705629,promotion profile,Other
4709094,current need,Other
4715099,minor challenge,Other
4715099,backendadmin side,Other
4715099,support staff,Other
4718346,difficult touch,Other
4718346,spend money,cost
4718346,touch product,Other
4718346,slow product,Other
4718346,updating product,Other
4718346,product profile,Other
4718346,worked update,Other
4718346,update profile,Other
4718346,sent update,Other
4718346,update listing,Other
4718346,single batch,Other
4718346,batch backend,Other
4718346,17th june,Other
4718346,comparison trustradius,Other
4718346,central nt,Other
4718346,weekly work,Other
4718346,work help,Other
4718346,gave access,Other
4718346,asleep wheel,Other
4718346,wheel sale,Other
4718346,sale team,Other
4718346,responsive sale,Other
4718346,sale experience,Info
4718346,appalling substandard,Other
4730641,future integration,Other
4730641,data crm,Other
4730641,company product,Other
4817941,set filter,Other
4817941,filter competitor,Other
4817941,competitor andor,Other
4817941,andor organization,Other
4817941,organization activitysignals,Other
4817941,filtering capability,Other
4817941,platform side,Other
4817941,recommend help,Other
4817941,help noise,Other
4934973,robust amount,Other
4934973,moving part,Other
4934973,part everything,Other
4934973,everything set,Other
5008260,minor issue,Other
5027867,looking data,Other
5073535,customize reference,Other
5073535,reference page,landing and other pages
5073535,campaign page,landing and other pages
5073535,page bit,landing and other pages
5073535,onbrand company,Other
5073535,company versus,Other
5284251,pricey let,cost
5284251,see delivers,Other
5306528,buyer intent,Other
5306528,intent data,Other
5306528,think everything,Other
5367011,continuous evolution,Other
5367011,evolution feature,Info
5367011,leader customer,social
5367011,customer feedback,Other
5367011,product research,tools and tech
5429101,update feature,Info
5429101,improve see,Other
5429101,insight intent,Other
5429101,intent signal,Other
5431886,skeptical market,Other
5431886,market presence,Other
5431886,quarterly report,Other
6545242,easier customer,Other
6545242,customer type,Other
6545242,type information,Info
6669429,pricing model,Other
6669429,nt line,Other
6669429,looking moment,Other
6829459,shared team,Other
6829459,team approach,Other
6829459,involved helpful,Other
6883064,nested place,Other
6883064,hard navigate,Other
6883064,navigate nt,Other
6883064,regular basis,Other
6883064,product category,Other
6889183,position grid,Other
7037491,internal admin,Other
7037491,admin menu,Other
7037491,little navigate,Other
7037491,confusing navigate,needs
7037491,navigate guess,Other
7037491,place company,Other
7037491,category nt,Other
7037491,relate product,Other
7037491,product maturity,Other
7037491,ie number,Other
7037491,number employee,Other
7037491,employee company,Other
7037491,impact product,Other
7037491,product quality,Info
7037491,nt product,Other
7037491,product make,Other
7058801,hidden instance,Other
7058801,several instance,Other
7058801,written client,Other
7058801,reason case,Other
7058801,product team,Other
7058801,team market,Other
7058801,market presence,Other
7058801,algorithm bit,Other
7058801,blurry position,Other
7058801,influence position,Other
7058801,questionnaire please,Other
7058801,lightweight customer,Other
7058801,difficult customer,Other
7058801,customer page,landing and other pages
7058801,page questionnaire,landing and other pages
7058801,questionnaire order,Other
7058801,qualified report,Other
7058801,screenshot field,Other
7058801,required field,Other
7058801,optional client,Other
7058801,client nt,Other
7058801,add reason,Other
7058801,reason reject,Other
7058805,expensive service,cost
7058805,service service,Other
7058805,make value,needs
7058805,value money,needs
7058805,cheaper nt,Other
7059389,think moment,Other
7062945,navigational thing,Other
7062945,improved bit,Other
7062945,second thing,Other
7062945,credit card,Other
7062945,card receipt,security
7062945,receipt bit,security
7062945,buy buyer,Other
7062945,buyer incentive,Other
7062945,incentive credit,Other
7062945,credit amazon,Other
7062945,amazon rep,Other
7062945,working fixing,Other
7063369,substantial effort,Other
7063369,demanding customer,needs
7063493,monthly news,Other
7063493,news reel,Other
7063733,create report,Other
7063733,report pull,Other
7063733,daily comms,Other
7063733,comms csm,Other
7063905,working team,Other
7063926,thing bit,Other
7063926,hard find,Other
7063941,admin confusing,needs
7063941,portal confusing,needs
7063941,take bit,Other
7064218,pricing aleays,Other
7064218,additional cost,cost
7064409,beneficial version,Other
7064409,visual version,Other
7064409,content marketing,Other
7064619,unaudited meaning,Other
7064619,competitor nt,Other
7064619,actual competitor,Other
7064619,competitor mean,Other
7064619,irrelevant consumer,Other
7064619,logged product,Other
7064619,product admin,Other
7064619,tricky navigate,Other
7064619,navigate nt,Other
7064728,highlight issue,Other
7064728,issue incentive,Other
7064728,reimbursed customer,Other
7064728,customer campain,Other
7064728,small number,Other
7064728,resolved team,Other
7064784,pricing bit,Other
7064784,steep data,Other
7064784,intent data,Other
7064784,data data,Other
7064784,nt functionality,Other
7064784,functionality platform,Other
7064784,platform integration,Other
7064817,backend navigate,Other
7064817,little navigate,Other
7064817,difficult navigate,Other
7064817,found discovery,Other
7064817,discovery call,Other
7064817,little salesperson,Other
7064817,underwhelming salesperson,Other
7064817,planning campaign,Other
7064817,tool take,tools and tech
7066989,quiet tool,tools and tech
7066989,nt buying,Other
7066989,buying stage,Other
7066989,stage company,Other
7067047,rank solution,Other
7067047,solution platform,Other
7067047,exploiting system,Other
7067096,specific badge,tools and tech
7067096,badge category,tools and tech
7067096,eg leader,social
7067096,leader multiple,social
7067096,multiple category,security
7068196,criterion bit,Other
7068196,confusing grid,needs
7068196,displayed grid,Other
7068196,standing result,Other
7069273,reliable platform,Other
7069273,platform customer,Other
7072321,think shame,Other
7072321,premium membership,security
7072321,membership price,security
7072321,steep company,Other
7072321,smaller company,Other
7072321,benefit marketing,Other
7072321,marketing tool,tools and tech
7072338,find service,Other
7072338,expensive business,cost
7072338,small business,Other
7072338,confusing search,tools and tech
7072338,search thing,tools and tech
7072610,encourage client,Other
7072610,client team,Other
7072610,involved mission,Other
7072610,impacted employee,Other
7072610,employee company,Other
7072610,valueadded job,needs
7072685,beginning bit,Other
7072685,included plan,Other
7072685,unfamiliar name,Other
7072685,name platform,Other
7072685,platform feature,Info
7072685,disadvantage manager,Other
7072685,recommend level,Other
7072685,pro level,Other
7072685,invest bit,Other
7072685,admin panel,Other
7072879,developing project,Other
7072879,project everyone,Other
7072879,responsive doubt,Other
7072879,side doubt,Other
7072879,doubt leverage,Other
7072879,leverage presence,Other
7072879,demonstrate value,needs
7072879,value profit,roi
7073088,minor tweak,Other
7073088,ui tweak,Other
7073088,subjective nt,Other
7073088,nt anything,Other
7073088,bit trial,Other
7073088,license upgrade,Other
7073246,matter fr,Other
7073246,e customer,Other
7073246,think work,Other
7073246,badge position,tools and tech
7073246,position grid,Other
7073246,uki customer,Other
7073313,platform gathering,Other
7073313,strict process,Other
7073313,longer share,Other
7073313,user share,Other
7073313,share feedback,Other
7074644,random page,landing and other pages
7074644,created product,Other
7074644,unadopted customer,Other
7074644,whicht impact,Other
7074644,impact search,tools and tech
7074644,search result,tools and tech
7074664,believe price,cost
7074664,price report,cost
7074664,expensive subscription,security
7074680,little uncertainty,Other
7074680,uncertainty report,Other
7074680,display head,Other
7074680,head comms,Other
7074680,comms deadline,Other
7074680,deadline helpful,Other
7074781,browsed competitor,Other
7074781,actual buyer,Other
7074942,serious trouble,Other
7074942,running campaign,Other
7074955,expected project,Other
7074955,investing project,Other
7074955,project crosscompany,Other
7074955,crosscompany effort,Other
7074955,want invest,Other
7074955,started system,Other
7074955,system work,Other
7075152,expanding way,Other
7075152,collect leverage,Other
7075421,paid plan,Other
7075421,little platform,Other
7075421,pricey platform,cost
7075437,run analysis,Other
7075609,expensive value,needs
7075609,value insane,needs
7075907,dedicated csm,Other
7075907,returned clarification,Other
7076101,le moment,Other
7076443,different language,Other
7076486,form fill,Other
7076762,taxing create,Other
7076762,create maintain,Other
7076762,limited resource,Info
7078535,connect buyer,Other
7078535,intent slack,needs
7078535,signal slack,needs
7078880,expensive company,cost
7078880,smaller company,Other
7079149,customize page,landing and other pages
7079149,describe process,Other
7079149,process bit,Other
7079149,bit person,Other
7079155,customize page,landing and other pages
7079155,page information,Info
7079267,backend quirk,Other
7079267,ui quirk,Other
7079267,list way,Other
7079267,scrolling way,Other
7079267,expect button,Other
7079715,company profile,Other
7079715,profile page,landing and other pages
7079715,little bug,Info
7079715,customizable bug,Info
7079715,bug fan,Info
7079715,fan discussion,Other
7079715,discussion section,Other
7079715,section nto,Other
7079715,allowed curate,Other
7079715,curate faq,Other
7079902,specific info,Info
7079902,serious info,Info
7079902,extra info,Info
7080431,price increase,cost
7080431,increase renewal,Other
7080431,difficult customer,Other
7080431,due customer,Other
7080431,regular pushback,Other
7080431,pushback customer,Other
7080431,due length,Other
7080431,requirement length,Other
7080431,length questionnaire,Other
7080431,screenshot aspect,Other
7080431,shame badge,tools and tech
7080431,awarded software,tools and tech
7080431,software provider,tools and tech
7080431,alongside provider,Other
7080431,provider profile,Other
7080431,profile software,tools and tech
7080431,category list,Other
7080431,extra kudos,Other
7080431,kudos profile,Other
7081358,custom report,Other
7081358,dashboard report,Other
7081358,asking customer,Other
7082855,customisation option,Other
7082855,option help,Other
7082855,keep onbrand,Other
7082855,embedding website,Other
7083067,sticking point,Other
7083067,point customer,Other
7083716,improved experience,Info
7083716,upon experience,Info
7083716,availability offering,Other
7083716,based price,cost
7083716,price point,cost
7083716,point opinion,Other
7083716,investment investment,Other
7083716,believe access,Other
7083716,access portion,Other
7083716,portion tool,tools and tech
7083920,factor decision,Other
7083920,premium offering,Other
7083999,small glitch,Other
7083999,glitch dashboard,Other
7083999,account manager,Other
7083999,nt help,Other
7083999,think anything,Other
7084247,place website,Other
7084839,swap team,Other
7084839,change account,Other
7084839,account manager,Other
7084839,overall end,Other
7084839,tend end,Other
7084839,account manager,Other
7085804,website structure,Other
7085804,little bit,Other
7085865,technical challenge,Other
7085865,integrationsrelated challenge,Other
7085865,challenge require,Other
7085865,require escalation,Other
7085865,sync online,Other
7085865,lack online,needs
7085865,sufficient online,Other
7085865,online documentation,needs
7085865,practice andor,Other
7085865,andor case,Other
7085865,case study,Other
7085865,specific case,Other
7085865,involving hubspot,Other
7085865,hubspot buyer,Other
7085865,buyer intent,Other
7085865,intent integration,Other
7085983,see downside,Other
7085983,platform result,Other
7086011,unusable admin,Other
7086011,mobile admin,Other
7086011,logged admin,Other
7086011,admin mode,Other
7086145,trial buyer,Other
7086145,buyer intent,Other
7086145,intent tool,tools and tech
7086145,nt tool,tools and tech
7086145,beneficial tool,tools and tech
7086145,similar tool,tools and tech
7086161,metric overview,Other
7086161,overview performance,Other
7086161,performance category,Other
7086161,view data,Other
7086161,comparative report,Other
7086161,buildyourown report,Other
7086161,report feature,Info
7086404,platform work,Other
7086404,missing piece,Info
7086404,affecting product,Other
7086404,product performance,Other
7086404,performance example,Other
7086404,online presence,Other
7086404,quarter etc,Other
7086454,thing dont,Other
7086454,dont link,Other
7086454,link fact,Other
7086454,fact chance,Other
7086454,chance edit,Other
7086454,edit question,Other
7086454,user send,Other
7086454,answer question,Other
7086793,account manager,Other
7086793,difficult build,Other
7086793,build relationship,security
7086793,stable communication,Other
7086793,current manager,Other
7090019,find data,Other
7090019,fro team,Other
7090019,c team,Other
7091664,anything tool,tools and tech
7091664,tool change,tools and tech
7091664,managementrelated issue,Other
7091664,running support,Other
7091704,longer moderation,Other
7091704,past moderation,Other
7091704,public platform,Other
7091704,platform offer,Other
7091704,marketing promotion,Other
7091704,promotion opportunity,Other
7091704,necessary level,Other
7091704,level platform,Other
7091704,define priority,Other
7091704,additional resource,Info
7091704,resource startup,Info
7091704,startup size,Other
7091704,size stage,Other
7091704,stage team,Other
7091704,team allocate,Other
7091704,allocate platform,Other
7091989,improve work,Other
7091989,work system,Other
7092306,see person,Other
7092306,person role,Other
7092306,role person,Other
7092306,looking product,Other
7092514,hard increase,Other
7092514,increase usability,Other
7092514,usability everything,Other
7092514,everything platform,Other
7092927,restriction content,Other
7092927,related licensing,Other
7094073,mind marketing,Other
7094073,marketing solution,Other
7094073,marketing material,Other
7094073,material customer,Other
7094073,customer express,Other
7094073,thing guess,Other
7094073,nt change,Other
7094073,want change,Other
7094503,algorithm change,Other
7094503,grid change,Other
7094503,ranking change,Other
7094503,difficult track,Other
7094503,keep track,Other
7094503,track thing,Other
7094503,thing perform,Other
7094503,csm team,Other
7094503,keeping date,Other
7094503,change thing,Other
7094503,ability control,Other
7094503,control datanew,Other
7094503,datanew account,Other
7094503,account move,Other
7094503,move hubspot,Other
7094503,hubspot integration,Other
7094503,current shape,Other
7094503,shape integration,Other
7094503,integration bit,Other
7094620,nt mention,Other
7094620,mention anything,Other
7094620,team support,Other
7094620,answer question,Other
7094728,marketing solution,Other
7094730,mind functionality,Other
7095067,translate traffic,Other
7095067,traffic company,Other
7095067,company website,Other
7095413,specific appreciate,Other
7095413,integrability salescustomer,Other
7095413,tech stack,Other
7095413,stack connector,Other
7095413,manual mapping,Other
7095413,mapping contact,Other
7095432,take age,Other
7095432,age impatient,Other
7097274,room context,Other
7097274,context lead,social
7099064,market presence,Other
7099064,emphasis number,Other
7099064,number employee,Other
7099064,employee company,Other
7099064,quality product,Info
7099064,product service,Other
7099064,contrary company,Other
7099064,small company,Other
7099064,fewer employee,Other
7099064,big company,Other
7102303,paid version,Other
7102303,enthusiasm company,Other
7102303,company example,Other
7102303,nt see,Other
7102303,concerning intent,Other
7102303,intent data,Other
7102303,paid promotion,Other
7102303,promotion ad,Other
7102303,ad category,Other
7102303,spot competitor,Other
7102303,nt experience,Info
7102303,nt traffic,Other
7102644,intent data,Other
7102644,irrelevant number,Other
7102644,seems number,Other
7102644,number issue,Other
7102644,past month,Other
7102644,several month,Other
7102644,month dashboard,Other
7102644,dashboard nt,Other
7102644,nt work,Other
7102644,inconsistent data,Other
7102644,icpvertical data,Other
7102644,provides data,Other
7102644,irrelevant company,Other
7102644,company cause,Other
7102644,cause issue,Other
7102644,abm strategy,Other
7102644,customer successrelationship,security
7102644,successrelationship team,security
7102644,unhelpful platform,Other
7102644,litle platform,Other
7102644,promise issue,Other
7102644,follow issue,Other
7102644,relationship manager,security
7102916,moderated week,Other
7103000,calculates market,Other
7103000,market presence,Other
7103000,scoring bit,Other
7103000,blurry position,Other
7103000,influence position,Other
7103000,grid score,Other
7103000,score position,Other
7103000,grid day,Other
7103000,vary day,Other
7103000,day day,Other
7103886,hard revenue,roi
7103886,attribute revenue,roi
7103886,revenue product,roi
7103886,product company,Other
7103886,believe make,Other
7103886,make sense,Other
7103886,holistic marketing,Other
7103886,marketing approach,Other
7105388,communicating delivers,Other
7108353,tricky sense,Other
7108353,larger organisation,Other
7108353,benefit area,Other
7108353,impact area,Other
7108353,area business,Other
7108353,reflected case,Other
7108353,minimal presence,Other
7115139,support team,Other
7115139,slow respond,Other
7115139,received response,Other
7115139,response relationship,security
7115139,relationship manager,security
7115139,way something,Other
7115139,actioned category,Other
7115139,meet criterion,Other
7115139,included report,Other
7115139,missing benefit,Info
7115164,way product,Other
7115898,pricing pricy,Other
7115898,pricy nt,Other
7115898,lacking capacity,needs
7118969,future project,Other
7119054,clumsy product,Other
7119054,ranking system,Other
7119054,data date,Other
7119054,date request,Other
7119054,request update,Other
7119054,specialist work,Other
7119054,annoying robot,Other
7119054,robot assistant,Other
7119054,assistant vendor,Other
7119054,vendor account,Other
7119054,account pop,Other
7123216,market presence,Other
7123829,overall marketing,Other
7123829,marketing presence,Other
7123829,presence score,Other
7124004,content result,Other
7124004,result possibility,Other
7124004,object decision,Other
7124004,decision moderation,Other
7124004,moderation team,Other
7124004,transparent company,Other
7124166,different service,Other
7124166,refine category,Other
7124716,lead generation,social
7124716,generation opportunity,Other
7127190,start buyer,Other
7127190,buyer intent,Other
7127190,intent data,Other
7127190,nonexistent part,Other
7127190,big part,Other
7127190,part lead,social
7127190,lead generation,social
7127190,generation strategy,Other
7127190,strategy visibility,Other
7127190,visibility visit,Other
7127190,visit profile,Other
7127190,server error,Other
7127190,using site,Other
7127190,daily customer,Other
7127190,minimum help,Other
7127190,resolve issue,Other
7127589,upload screendump,Other
